UserID,Gender,Age,FavoriteMusicType,WeeklyListeningHours,PaidSubscription,ListeningPlatform,Country,SubscriptionType,GenrePreferenceLevel,DeviceType,ListeningTimeOfDay,NumberOfPlaylists
8944,Female,39,Traditional,12,Yes,YouTube Music,Korea,Free,High,PC,Afternoon,17
8945,Female,30,J-Pop,15,Yes,NetEase Cloud,Australia,Family,Medium,PC,Evening,38
8946,Male,34,Oldies,14,Yes,NetEase Cloud,Brazil,Premium,High,Tablet,Evening,25
8947,Male,41,Oldies,8,Yes,QQ Music,Brazil,Free,High,Mobile,Afternoon,42
8948,Male,39,Traditional,16,Yes,QQ Music,UK,Free,Medium,Smart Speaker,Evening,51
8949,Female,18,Pop,22,No,Apple Music,Korea,Student,Medium,Mobile,Night,42
8950,Female,45,Jazz,13,Yes,NetEase Cloud,India,Family,High,Smart Speaker,Morning,33
8951,Female,23,J-Pop,21,Yes,Spotify,UK,Free,Medium,PC,Evening,63
8952,Male,40,Oldies,15,No,YouTube Music,Korea,Family,Low,Tablet,Night,27
8953,Male,21,Rock,16,No,Apple Music,USA,Premium,Low,Tablet,Night,51
8954,Male,39,Jazz,21,No,Spotify,Germany,Family,Low,Smart Speaker,Evening,57
8955,Male,19,J-Pop,22,Yes,Spotify,UK,Free,Low,Tablet,Night,46
8956,Female,18,J-Pop,25,No,Apple Music,Germany,Family,Low,PC,Morning,64
8957,Female,26,Jazz,13,Yes,Apple Music,China,Student,Low,Smart Speaker,Morning,22
8958,Male,29,Oldies,12,No,NetEase Cloud,Germany,Student,Low,Mobile,Morning,11
8959,Female,36,Jazz,16,Yes,YouTube Music,UK,Family,Medium,Tablet,Afternoon,35
8960,Male,43,Oldies,20,Yes,NetEase Cloud,France,Student,Medium,Mobile,Night,15
8961,Male,18,J-Pop,25,Yes,Spotify,China,Family,Medium,Tablet,Evening,47
8962,Male,30,EDM,29,No,NetEase Cloud,Japan,Student,Medium,Tablet,Night,100
8963,Male,20,K-Pop,12,Yes,NetEase Cloud,USA,Free,Medium,PC,Morning,61
8964,Male,24,Rock,21,No,YouTube Music,Germany,Free,Low,PC,Morning,53
8965,Male,20,EDM,16,No,QQ Music,China,Family,High,Smart Speaker,Morning,56
8966,Female,18,Chill,17,Yes,YouTube Music,Japan,Premium,High,PC,Night,27
8967,Male,41,Jazz,5,Yes,NetEase Cloud,Korea,Free,Medium,Mobile,Night,30
8968,Female,45,Chill,21,Yes,QQ Music,Germany,Premium,High,PC,Night,52
8969,Male,37,Jazz,6,No,Spotify,UK,Free,High,PC,Afternoon,32
8970,Male,27,Rock,11,Yes,YouTube Music,UK,Family,Low,Tablet,Morning,37
8971,Male,18,Rock,15,No,Apple Music,UK,Family,Low,PC,Evening,31
8972,Male,45,Jazz,11,No,Spotify,China,Family,High,Mobile,Morning,26
8973,Female,21,J-Pop,18,Yes,QQ Music,Brazil,Premium,Low,PC,Morning,62
8974,Male,18,Rock,24,No,Spotify,Australia,Premium,Low,Smart Speaker,Afternoon,39
8975,Female,27,K-Pop,5,No,Apple Music,USA,Premium,High,Mobile,Morning,6
8976,Male,22,EDM,29,No,Apple Music,Germany,Family,Low,PC,Morning,46
8977,Male,24,J-Pop,27,Yes,YouTube Music,France,Family,Medium,PC,Afternoon,61
8978,Female,33,Chill,17,Yes,YouTube Music,Australia,Student,Medium,Tablet,Afternoon,23
8979,Female,34,Jazz,9,Yes,NetEase Cloud,Australia,Free,High,PC,Night,18
8980,Female,24,J-Pop,19,No,NetEase Cloud,Korea,Family,High,PC,Afternoon,36
8981,Female,36,Chill,19,Yes,Spotify,Brazil,Premium,Medium,Smart Speaker,Evening,31
8982,Male,33,Jazz,17,Yes,Apple Music,China,Student,Low,PC,Morning,44
8983,Female,36,Jazz,9,Yes,Spotify,India,Free,High,PC,Night,26
8984,Female,21,EDM,16,Yes,QQ Music,Korea,Premium,Low,Smart Speaker,Evening,72
8985,Female,28,Rock,22,Yes,QQ Music,Australia,Family,Low,PC,Morning,20
8986,Male,33,Chill,16,Yes,NetEase Cloud,India,Student,High,PC,Afternoon,40
8987,Female,21,K-Pop,22,No,Spotify,USA,Premium,Medium,Smart Speaker,Night,52
8988,Male,45,Traditional,8,No,QQ Music,Australia,Family,Medium,PC,Evening,18
8989,Female,45,Oldies,8,No,NetEase Cloud,Brazil,Family,Medium,Tablet,Afternoon,15
8990,Male,40,Jazz,7,Yes,Spotify,UK,Premium,Medium,Mobile,Night,39
8991,Female,19,Pop,22,Yes,Apple Music,France,Student,Medium,Mobile,Afternoon,18
8992,Female,31,Pop,11,Yes,QQ Music,UK,Premium,Medium,PC,Afternoon,60
8993,Male,18,J-Pop,30,No,QQ Music,Germany,Family,Low,Mobile,Night,48
8994,Male,35,EDM,18,No,Apple Music,France,Premium,Medium,Smart Speaker,Night,48
8995,Male,28,J-Pop,13,Yes,NetEase Cloud,India,Free,High,Mobile,Afternoon,37
8996,Male,26,EDM,16,Yes,QQ Music,Germany,Student,High,Tablet,Night,73
8997,Female,24,Pop,9,Yes,Apple Music,China,Free,Medium,Mobile,Evening,66
8998,Female,34,Traditional,15,No,NetEase Cloud,China,Family,Medium,PC,Afternoon,21
8999,Female,22,Rock,11,Yes,YouTube Music,China,Free,High,Smart Speaker,Afternoon,46
9000,Female,36,Traditional,16,Yes,NetEase Cloud,Australia,Family,High,Tablet,Afternoon,32
9001,Female,45,Traditional,13,Yes,QQ Music,UK,Family,High,Smart Speaker,Morning,15
9002,Female,22,EDM,22,Yes,NetEase Cloud,Germany,Student,Medium,Tablet,Morning,66
9003,Female,36,Chill,24,No,QQ Music,Germany,Premium,High,Smart Speaker,Evening,35
9004,Male,18,K-Pop,20,Yes,NetEase Cloud,India,Family,Medium,Tablet,Night,86
9005,Male,22,Jazz,18,Yes,YouTube Music,Australia,Free,Medium,Smart Speaker,Afternoon,24
9006,Female,18,J-Pop,24,No,NetEase Cloud,China,Premium,Medium,Smart Speaker,Night,78
9007,Female,23,J-Pop,20,No,YouTube Music,Japan,Free,Medium,Tablet,Afternoon,26
9008,Male,34,Jazz,8,No,QQ Music,Korea,Free,High,Tablet,Evening,25
9009,Female,23,EDM,6,No,NetEase Cloud,India,Free,Low,PC,Night,94
9010,Male,25,Jazz,14,Yes,Apple Music,China,Family,Low,PC,Evening,38
9011,Female,28,J-Pop,17,Yes,YouTube Music,Brazil,Premium,Low,PC,Night,4
9012,Male,26,K-Pop,14,No,Spotify,Japan,Family,High,Tablet,Morning,62
9013,Male,27,Rock,5,No,YouTube Music,Brazil,Premium,High,Tablet,Night,7
9014,Male,22,Rock,5,Yes,NetEase Cloud,USA,Premium,Medium,Tablet,Morning,13
9015,Male,23,Pop,19,No,YouTube Music,Germany,Premium,Low,Smart Speaker,Evening,51
9016,Male,27,Rock,7,Yes,NetEase Cloud,USA,Student,High,Mobile,Afternoon,14
9017,Male,29,Rock,27,Yes,QQ Music,France,Student,Medium,PC,Night,20
9018,Male,41,Oldies,17,No,QQ Music,Germany,Family,Medium,Mobile,Afternoon,27
9019,Male,23,Rock,14,No,Apple Music,France,Student,Medium,Tablet,Afternoon,79
9020,Female,35,Jazz,16,Yes,Spotify,India,Free,Medium,Mobile,Night,34
9021,Male,18,J-Pop,22,Yes,QQ Music,Australia,Premium,Medium,Mobile,Afternoon,44
9022,Male,37,Oldies,14,Yes,Apple Music,India,Premium,Medium,Smart Speaker,Night,14
9023,Female,18,EDM,29,Yes,Spotify,Germany,Student,High,PC,Morning,46
9024,Female,20,J-Pop,10,Yes,Apple Music,Brazil,Free,Medium,PC,Afternoon,67
9025,Female,27,EDM,30,No,QQ Music,Australia,Free,High,PC,Evening,69
9026,Female,18,K-Pop,24,Yes,Spotify,Germany,Free,High,Tablet,Afternoon,42
9027,Female,27,Jazz,17,No,QQ Music,Australia,Student,Low,Smart Speaker,Morning,54
9028,Female,33,Rock,21,No,NetEase Cloud,USA,Family,Low,Mobile,Afternoon,39
9029,Male,40,Traditional,8,Yes,Spotify,UK,Free,Medium,Smart Speaker,Afternoon,17
9030,Female,25,K-Pop,30,Yes,Apple Music,UK,Family,Medium,Mobile,Morning,38
9031,Female,18,J-Pop,18,No,NetEase Cloud,Korea,Premium,Low,PC,Morning,66
9032,Female,45,Chill,24,Yes,Apple Music,India,Student,Medium,Mobile,Morning,58
9033,Female,18,K-Pop,17,No,QQ Music,USA,Free,High,Mobile,Night,28
9034,Female,35,Oldies,17,Yes,QQ Music,France,Premium,High,Tablet,Night,44
9035,Male,22,K-Pop,21,No,NetEase Cloud,Germany,Student,Medium,Mobile,Afternoon,33
9036,Female,30,Chill,18,Yes,NetEase Cloud,Japan,Premium,Low,PC,Evening,8
9037,Male,30,Rock,15,No,Spotify,France,Free,Medium,PC,Evening,57
9038,Male,39,Oldies,14,No,Apple Music,Brazil,Family,Low,Smart Speaker,Night,16
9039,Male,28,Chill,20,Yes,YouTube Music,Korea,Student,High,Mobile,Morning,32
9040,Male,18,Pop,20,No,QQ Music,Brazil,Premium,Low,PC,Evening,53
9041,Female,32,Pop,28,Yes,YouTube Music,Germany,Premium,Low,PC,Morning,43
9042,Male,19,J-Pop,20,Yes,YouTube Music,UK,Family,Medium,Mobile,Evening,40
9043,Female,45,Traditional,16,Yes,NetEase Cloud,Brazil,Premium,Low,Mobile,Afternoon,32
9044,Male,20,Pop,16,Yes,Apple Music,Germany,Free,Low,Mobile,Evening,35
9045,Female,18,K-Pop,14,No,YouTube Music,Australia,Family,High,Smart Speaker,Night,54
9046,Female,27,Rock,20,Yes,Apple Music,Brazil,Free,Low,PC,Night,24
9047,Female,18,K-Pop,21,No,NetEase Cloud,Germany,Free,Medium,Tablet,Evening,47
9048,Male,40,Jazz,8,No,YouTube Music,Korea,Free,High,Tablet,Afternoon,12
9049,Female,40,Traditional,6,No,YouTube Music,USA,Student,Low,Mobile,Night,0
9050,Male,18,EDM,23,No,QQ Music,Japan,Premium,Low,PC,Evening,75
9051,Male,44,Oldies,20,No,YouTube Music,France,Student,High,PC,Morning,26
9052,Female,25,EDM,22,Yes,Spotify,Germany,Premium,Low,Mobile,Morning,54
9053,Male,37,Rock,19,Yes,NetEase Cloud,Germany,Family,High,Smart Speaker,Evening,46
9054,Female,18,J-Pop,24,No,Spotify,India,Student,High,Smart Speaker,Morning,61
9055,Female,43,Jazz,18,No,YouTube Music,UK,Premium,Medium,Tablet,Morning,28
9056,Female,40,Traditional,11,Yes,YouTube Music,India,Free,Low,Mobile,Afternoon,21
9057,Male,45,Oldies,18,No,Spotify,China,Family,High,Smart Speaker,Night,34
9058,Female,37,Pop,5,No,QQ Music,Japan,Family,High,PC,Night,34
9059,Female,22,Pop,15,Yes,QQ Music,UK,Free,Medium,PC,Afternoon,24
9060,Male,18,Pop,17,No,Spotify,France,Student,Medium,Smart Speaker,Night,64
9061,Male,45,Traditional,8,No,Spotify,UK,Premium,Medium,Tablet,Morning,22
9062,Male,45,Oldies,5,Yes,NetEase Cloud,Korea,Family,High,Mobile,Evening,23
9063,Male,34,Chill,17,No,QQ Music,UK,Premium,High,Tablet,Afternoon,50
9064,Female,18,K-Pop,15,No,Apple Music,China,Family,Medium,Tablet,Night,68
9065,Male,18,EDM,30,No,YouTube Music,UK,Free,Medium,Mobile,Evening,71
9066,Male,28,EDM,21,No,YouTube Music,India,Free,Medium,PC,Night,72
9067,Male,18,Pop,17,Yes,Spotify,Japan,Student,Medium,Tablet,Afternoon,45
9068,Male,18,EDM,26,No,Apple Music,Australia,Family,High,Mobile,Morning,31
9069,Female,26,Rock,28,Yes,QQ Music,Germany,Free,Medium,Smart Speaker,Night,14
9070,Male,22,Pop,8,Yes,QQ Music,India,Free,High,Tablet,Afternoon,26
9071,Male,44,Oldies,10,Yes,QQ Music,Germany,Free,Medium,PC,Evening,33
9072,Female,35,Chill,16,No,Spotify,Australia,Premium,Low,PC,Night,16
9073,Male,24,K-Pop,25,Yes,Spotify,Germany,Family,Low,Smart Speaker,Night,24
9074,Female,18,EDM,5,No,YouTube Music,Germany,Student,High,Mobile,Morning,25
9075,Male,19,K-Pop,15,No,YouTube Music,France,Premium,Medium,PC,Afternoon,38
9076,Female,45,Chill,23,Yes,QQ Music,Germany,Student,Medium,Smart Speaker,Morning,22
9077,Female,45,Oldies,19,No,YouTube Music,Brazil,Free,Medium,Mobile,Evening,32
9078,Male,34,Chill,23,Yes,YouTube Music,USA,Student,Medium,Mobile,Evening,48
9079,Female,19,Chill,15,No,QQ Music,Brazil,Student,Low,Mobile,Night,25
9080,Female,31,Pop,15,Yes,Spotify,Korea,Free,High,PC,Evening,28
9081,Female,27,J-Pop,23,No,YouTube Music,USA,Family,Low,Smart Speaker,Morning,88
9082,Female,18,EDM,20,Yes,Spotify,India,Family,Low,Mobile,Night,88
9083,Female,18,J-Pop,29,Yes,Apple Music,UK,Premium,Medium,Mobile,Morning,28
9084,Male,38,Chill,5,Yes,Spotify,Japan,Student,High,Tablet,Afternoon,35
9085,Male,18,J-Pop,30,Yes,NetEase Cloud,Japan,Family,High,Smart Speaker,Evening,30
9086,Male,18,Pop,23,Yes,NetEase Cloud,India,Premium,Low,PC,Morning,31
9087,Male,24,K-Pop,18,Yes,QQ Music,UK,Premium,Low,Mobile,Night,39
9088,Female,41,Traditional,7,No,NetEase Cloud,Australia,Family,Medium,Tablet,Morning,23
9089,Male,29,Pop,23,No,Apple Music,France,Family,High,Mobile,Night,59
9090,Male,19,Jazz,12,No,Spotify,USA,Student,Low,Smart Speaker,Night,26
9091,Male,28,K-Pop,18,Yes,Spotify,Germany,Family,Low,Tablet,Morning,8
9092,Male,18,Rock,14,Yes,YouTube Music,China,Family,Low,Tablet,Afternoon,0
9093,Female,29,EDM,12,Yes,YouTube Music,Brazil,Premium,Medium,Smart Speaker,Afternoon,71
9094,Female,21,Chill,26,Yes,YouTube Music,China,Family,Medium,Tablet,Evening,30
9095,Male,21,EDM,29,No,Spotify,Japan,Free,High,PC,Evening,34
9096,Male,44,Oldies,10,No,Spotify,Germany,Free,Medium,Smart Speaker,Morning,17
9097,Female,21,J-Pop,15,Yes,YouTube Music,Brazil,Family,High,Mobile,Evening,46
9098,Male,27,Rock,5,No,Spotify,Australia,Student,Low,Smart Speaker,Morning,61
9099,Male,45,Traditional,5,Yes,Apple Music,China,Student,High,PC,Morning,0
9100,Male,25,K-Pop,28,No,YouTube Music,Australia,Free,High,Smart Speaker,Morning,67
9101,Male,23,Jazz,24,Yes,NetEase Cloud,Korea,Student,Low,PC,Evening,18
9102,Male,41,Oldies,14,Yes,YouTube Music,Japan,Premium,Low,Tablet,Night,44
9103,Male,22,J-Pop,24,No,NetEase Cloud,China,Free,Medium,Tablet,Morning,48
9104,Female,20,Chill,5,No,QQ Music,UK,Family,Low,Smart Speaker,Morning,35
9105,Female,18,Pop,22,Yes,NetEase Cloud,Brazil,Free,Low,Mobile,Afternoon,48
9106,Female,22,J-Pop,15,Yes,Apple Music,France,Free,Low,Tablet,Afternoon,68
9107,Male,26,Pop,11,Yes,Spotify,Japan,Family,Low,PC,Morning,90
9108,Female,38,Oldies,6,Yes,Apple Music,UK,Premium,Medium,Smart Speaker,Evening,15
9109,Male,18,Pop,29,Yes,QQ Music,UK,Student,Low,Mobile,Evening,68
9110,Female,39,Chill,20,Yes,Apple Music,Brazil,Premium,High,PC,Afternoon,57
9111,Female,40,Traditional,13,Yes,Apple Music,Germany,Family,High,Smart Speaker,Afternoon,11
9112,Female,23,EDM,28,Yes,QQ Music,Japan,Free,Low,PC,Morning,0
9113,Female,20,EDM,26,Yes,Apple Music,France,Premium,High,Tablet,Evening,58
9114,Female,21,EDM,29,Yes,QQ Music,China,Family,Medium,PC,Afternoon,42
9115,Male,18,J-Pop,29,Yes,Spotify,USA,Student,Low,Tablet,Evening,68
9116,Female,20,EDM,24,Yes,YouTube Music,France,Premium,Low,Smart Speaker,Night,81
9117,Male,35,Jazz,17,No,Spotify,USA,Student,Medium,PC,Afternoon,37
9118,Male,40,Traditional,14,Yes,Spotify,USA,Family,Low,Tablet,Evening,10
9119,Female,44,Traditional,11,Yes,Spotify,Australia,Premium,Low,Mobile,Afternoon,16
9120,Male,31,Oldies,13,No,Apple Music,France,Family,Medium,Tablet,Night,25
9121,Male,34,Oldies,5,Yes,Spotify,Australia,Student,High,Smart Speaker,Morning,5
9122,Female,22,EDM,27,No,QQ Music,Korea,Premium,Low,Smart Speaker,Evening,100
9123,Male,34,Jazz,6,Yes,QQ Music,India,Family,Low,Smart Speaker,Evening,26
9124,Female,45,Oldies,9,No,QQ Music,France,Free,Low,Smart Speaker,Night,38
9125,Female,21,K-Pop,27,Yes,QQ Music,Australia,Family,High,Tablet,Evening,92
9126,Female,30,Traditional,15,Yes,Spotify,Australia,Free,Medium,Smart Speaker,Evening,19
9127,Female,18,K-Pop,22,Yes,NetEase Cloud,Germany,Family,Medium,Smart Speaker,Morning,88
9128,Female,45,Jazz,5,No,YouTube Music,Korea,Free,Low,Tablet,Evening,18
9129,Male,41,Chill,16,No,NetEase Cloud,Brazil,Student,Medium,Tablet,Evening,34
9130,Female,32,Traditional,9,Yes,Apple Music,UK,Family,High,PC,Afternoon,6
9131,Female,18,Pop,11,No,Spotify,Brazil,Free,High,Mobile,Afternoon,24
9132,Male,24,Chill,11,Yes,NetEase Cloud,Brazil,Family,Low,Smart Speaker,Night,53
9133,Male,18,EDM,30,Yes,Spotify,India,Student,Medium,Mobile,Evening,47
9134,Male,24,J-Pop,24,Yes,QQ Music,India,Premium,High,Mobile,Morning,33
9135,Female,28,Chill,13,Yes,Apple Music,France,Premium,High,Smart Speaker,Night,41
9136,Female,23,EDM,19,No,NetEase Cloud,Australia,Premium,High,Smart Speaker,Morning,62
9137,Female,35,Chill,28,No,YouTube Music,France,Premium,High,PC,Evening,36
9138,Male,22,J-Pop,24,No,QQ Music,Germany,Student,Medium,Smart Speaker,Night,32
9139,Female,18,EDM,22,No,QQ Music,India,Student,Low,Tablet,Afternoon,86
9140,Male,44,Jazz,5,Yes,Apple Music,Brazil,Student,Medium,PC,Afternoon,39
9141,Male,18,K-Pop,26,No,QQ Music,China,Family,Low,Tablet,Afternoon,62
9142,Female,18,Pop,27,No,QQ Music,Brazil,Student,High,Smart Speaker,Morning,83
9143,Female,41,Traditional,12,No,NetEase Cloud,USA,Premium,High,PC,Evening,34
9144,Male,18,EDM,16,Yes,QQ Music,India,Family,High,Tablet,Morning,39
9145,Female,32,Chill,17,No,Apple Music,Germany,Student,Low,Mobile,Morning,25
9146,Female,19,K-Pop,19,Yes,Spotify,UK,Free,Medium,Mobile,Afternoon,45
9147,Male,18,J-Pop,17,Yes,Apple Music,France,Student,High,Mobile,Morning,13
9148,Male,19,K-Pop,9,Yes,Apple Music,Korea,Premium,Low,Mobile,Night,70
9149,Female,18,K-Pop,22,No,Spotify,India,Premium,High,Mobile,Night,47
9150,Female,22,EDM,30,Yes,NetEase Cloud,Australia,Premium,Low,Mobile,Morning,26
9151,Male,18,EDM,25,Yes,YouTube Music,Brazil,Premium,Medium,PC,Night,47
9152,Female,26,EDM,30,No,YouTube Music,China,Family,High,Mobile,Evening,32
9153,Male,27,Pop,12,Yes,Apple Music,China,Premium,High,Smart Speaker,Afternoon,46
9154,Male,18,EDM,26,Yes,NetEase Cloud,Japan,Premium,Medium,Tablet,Morning,59
9155,Female,18,Pop,10,Yes,NetEase Cloud,Brazil,Family,High,Mobile,Evening,61
9156,Female,22,Rock,24,Yes,NetEase Cloud,Brazil,Student,Medium,Mobile,Morning,29
9157,Male,45,Traditional,8,Yes,NetEase Cloud,USA,Free,Medium,Tablet,Evening,34
9158,Female,36,Jazz,16,Yes,Apple Music,China,Family,High,Mobile,Afternoon,14
9159,Male,40,Jazz,18,Yes,QQ Music,Korea,Free,Low,PC,Evening,25
9160,Male,18,K-Pop,15,No,YouTube Music,USA,Free,Medium,PC,Morning,32
9161,Male,44,Traditional,10,Yes,YouTube Music,UK,Family,High,Tablet,Evening,15
9162,Female,30,Jazz,22,Yes,Spotify,France,Premium,Medium,Mobile,Morning,30
9163,Male,33,Chill,13,Yes,Apple Music,Australia,Family,Low,Tablet,Morning,34
9164,Female,18,K-Pop,25,No,YouTube Music,Australia,Premium,Low,Smart Speaker,Night,32
9165,Male,45,Traditional,9,Yes,Apple Music,UK,Family,Medium,Mobile,Night,29
9166,Male,45,Oldies,13,Yes,Apple Music,China,Student,Low,Smart Speaker,Evening,40
9167,Male,45,Oldies,5,Yes,NetEase Cloud,Australia,Free,Medium,Mobile,Night,26
9168,Female,26,Pop,24,No,Spotify,UK,Family,Low,Mobile,Night,48
9169,Female,22,J-Pop,22,No,Apple Music,Germany,Free,High,Tablet,Morning,52
9170,Female,18,J-Pop,20,Yes,YouTube Music,India,Family,Low,PC,Afternoon,23
9171,Female,19,J-Pop,18,No,YouTube Music,China,Student,Low,Mobile,Night,38
9172,Female,32,Oldies,14,Yes,Spotify,Japan,Family,Medium,Tablet,Evening,21
9173,Female,22,Rock,9,Yes,Apple Music,UK,Premium,High,PC,Morning,34
9174,Female,31,Rock,24,Yes,NetEase Cloud,China,Family,High,Tablet,Evening,47
9175,Female,20,J-Pop,25,No,Spotify,France,Premium,Low,Tablet,Afternoon,37
9176,Female,20,Pop,14,No,Apple Music,China,Family,High,PC,Night,64
9177,Female,28,Pop,19,Yes,Spotify,Australia,Student,High,PC,Evening,83
9178,Female,42,Oldies,14,Yes,NetEase Cloud,Australia,Free,Low,PC,Evening,27
9179,Male,24,Jazz,10,No,QQ Music,Japan,Family,High,Tablet,Morning,29
9180,Male,24,Rock,21,Yes,QQ Music,China,Premium,Low,Mobile,Evening,26
9181,Female,21,K-Pop,23,Yes,QQ Music,India,Student,High,Mobile,Night,57
9182,Male,21,K-Pop,13,No,NetEase Cloud,France,Premium,High,Mobile,Evening,9
9183,Female,19,Rock,14,Yes,NetEase Cloud,Australia,Student,High,Tablet,Morning,16
9184,Male,31,Chill,23,No,Spotify,India,Family,Medium,Smart Speaker,Night,48
9185,Male,36,Chill,22,Yes,YouTube Music,India,Free,Low,PC,Night,18
9186,Female,27,Chill,20,Yes,NetEase Cloud,India,Family,High,Smart Speaker,Afternoon,26
9187,Male,27,Chill,28,No,NetEase Cloud,Australia,Premium,High,Tablet,Evening,36
9188,Male,35,Rock,7,No,QQ Music,UK,Student,Low,Mobile,Afternoon,27
9189,Female,44,Traditional,12,No,QQ Music,France,Family,Low,Mobile,Afternoon,0
9190,Male,38,Oldies,25,Yes,QQ Music,Germany,Student,Low,Smart Speaker,Morning,27
9191,Female,45,Traditional,9,Yes,YouTube Music,Germany,Premium,High,Mobile,Evening,22
9192,Female,24,Rock,24,Yes,QQ Music,Japan,Student,Low,Smart Speaker,Morning,61
9193,Male,44,Traditional,12,No,QQ Music,Australia,Family,Medium,PC,Afternoon,3
9194,Female,28,Oldies,13,No,YouTube Music,Germany,Premium,High,PC,Morning,35
9195,Female,45,Oldies,8,No,QQ Music,Australia,Family,High,Mobile,Evening,6
9196,Female,30,Rock,13,Yes,Spotify,Germany,Family,Low,Mobile,Morning,8
9197,Male,27,Chill,13,No,Spotify,UK,Family,Low,Mobile,Afternoon,58
9198,Male,45,Traditional,9,Yes,Apple Music,Korea,Free,Medium,Mobile,Afternoon,33
9199,Male,33,Chill,23,Yes,Spotify,Australia,Student,Medium,Tablet,Evening,58
9200,Male,32,Jazz,17,No,YouTube Music,UK,Premium,High,Mobile,Evening,23
9201,Male,45,Traditional,12,Yes,QQ Music,France,Free,High,Smart Speaker,Afternoon,29
9202,Female,28,K-Pop,26,Yes,Apple Music,Korea,Free,Low,Tablet,Afternoon,53
9203,Female,34,Jazz,5,No,NetEase Cloud,India,Free,Low,Mobile,Evening,19
9204,Male,29,EDM,30,Yes,NetEase Cloud,Korea,Student,Medium,Mobile,Morning,41
9205,Male,42,Traditional,11,Yes,Spotify,India,Family,Medium,PC,Evening,26
9206,Female,38,Rock,22,No,Apple Music,Australia,Premium,Medium,Smart Speaker,Morning,26
9207,Male,23,EDM,30,Yes,NetEase Cloud,India,Premium,Low,Smart Speaker,Morning,24
9208,Female,25,Chill,21,No,NetEase Cloud,France,Free,Medium,Tablet,Evening,58
9209,Male,44,Oldies,9,Yes,NetEase Cloud,France,Student,Low,Smart Speaker,Evening,31
9210,Male,38,Jazz,16,No,Spotify,Australia,Free,Low,Mobile,Evening,28
9211,Female,42,Traditional,8,No,Spotify,China,Free,Medium,PC,Morning,44
9212,Male,42,Traditional,14,No,Apple Music,USA,Free,Low,Mobile,Morning,17
9213,Female,30,Rock,10,No,Spotify,Japan,Premium,Low,Tablet,Evening,5
9214,Female,20,K-Pop,30,No,Spotify,Japan,Free,Low,Smart Speaker,Morning,79
9215,Female,20,Rock,21,Yes,YouTube Music,Japan,Family,Medium,PC,Morning,27
9216,Female,24,J-Pop,25,Yes,Spotify,India,Free,Low,Smart Speaker,Morning,66
9217,Female,18,EDM,14,No,Apple Music,USA,Premium,Low,Smart Speaker,Evening,58
9218,Female,35,Traditional,7,No,Spotify,China,Family,Medium,PC,Afternoon,22
9219,Male,33,Oldies,24,No,Spotify,China,Premium,Low,Smart Speaker,Night,18
9220,Female,23,Rock,19,No,YouTube Music,Germany,Family,Medium,Mobile,Evening,9
9221,Female,28,Rock,20,No,Apple Music,France,Free,Medium,Tablet,Morning,33
9222,Male,37,Jazz,17,No,NetEase Cloud,USA,Family,Low,Mobile,Morning,51
9223,Female,39,EDM,16,No,YouTube Music,USA,Premium,Low,Smart Speaker,Morning,27
9224,Male,22,J-Pop,9,Yes,Spotify,Brazil,Family,High,PC,Evening,61
9225,Female,40,Oldies,14,Yes,QQ Music,France,Student,High,Mobile,Morning,21
9226,Female,43,Traditional,13,No,YouTube Music,Korea,Family,Low,Mobile,Night,22
9227,Female,18,K-Pop,24,Yes,YouTube Music,France,Family,Medium,Smart Speaker,Night,92
9228,Female,41,Oldies,13,Yes,Apple Music,Korea,Student,Medium,Smart Speaker,Morning,43
9229,Male,18,K-Pop,29,No,NetEase Cloud,UK,Student,High,Smart Speaker,Afternoon,44
9230,Male,42,Chill,21,No,NetEase Cloud,Brazil,Premium,Medium,Tablet,Afternoon,27
9231,Male,22,EDM,30,Yes,NetEase Cloud,Korea,Family,High,Smart Speaker,Morning,13
9232,Male,22,Rock,21,Yes,YouTube Music,France,Family,Medium,Smart Speaker,Night,33
9233,Male,42,Traditional,5,No,QQ Music,USA,Free,Low,Tablet,Evening,11
9234,Male,24,K-Pop,17,No,Apple Music,USA,Student,Medium,Mobile,Morning,28
9235,Male,42,Chill,20,Yes,QQ Music,India,Family,Medium,Tablet,Morning,15
9236,Male,21,K-Pop,15,No,NetEase Cloud,Australia,Free,Medium,Smart Speaker,Morning,51
9237,Male,26,Rock,13,Yes,YouTube Music,Brazil,Family,High,PC,Afternoon,54
9238,Female,30,Rock,19,Yes,NetEase Cloud,Japan,Premium,High,Tablet,Evening,48
9239,Male,18,EDM,30,No,QQ Music,France,Family,Medium,Smart Speaker,Evening,57
9240,Female,22,Chill,17,Yes,NetEase Cloud,China,Family,Low,Smart Speaker,Afternoon,48
9241,Male,24,J-Pop,15,Yes,Spotify,Korea,Free,Low,PC,Afternoon,63
9242,Female,31,Chill,20,Yes,Apple Music,Korea,Premium,Low,Mobile,Afternoon,20
9243,Male,42,Chill,18,Yes,QQ Music,Brazil,Free,High,Mobile,Afternoon,56
9244,Female,18,Chill,8,No,Spotify,Korea,Free,Low,Mobile,Afternoon,30
9245,Male,32,EDM,30,Yes,NetEase Cloud,India,Premium,High,Mobile,Evening,37
9246,Male,42,Traditional,12,Yes,Apple Music,Australia,Premium,Medium,Mobile,Evening,27
9247,Male,29,EDM,16,No,Apple Music,France,Family,High,Tablet,Afternoon,61
