UserID,Gender,Age,FavoriteMusicType,WeeklyListeningHours,PaidSubscription,ListeningPlatform,Country,SubscriptionType,GenrePreferenceLevel,DeviceType,ListeningTimeOfDay,NumberOfPlaylists
8331,Male,21,Chill,23,No,Spotify,Japan,Student,Medium,PC,Afternoon,70
8332,Male,20,Pop,26,Yes,Apple Music,UK,Free,High,Tablet,Night,59
8333,Female,24,K-Pop,10,No,Spotify,Germany,Premium,Medium,PC,Evening,82
8334,Male,41,Traditional,24,No,Apple Music,Germany,Free,Low,Tablet,Evening,16
8335,Female,35,Jazz,13,No,Amazon Music,Germany,Premium,High,Tablet,Night,5
8336,Female,27,J-Pop,15,Yes,Spotify,India,Free,Medium,PC,Afternoon,70
8337,Male,24,K-Pop,26,Yes,YouTube Music,Germany,Premium,Low,Mobile,Evening,94
8338,Male,25,Rock,19,Yes,Spotify,USA,Premium,Low,Mobile,Morning,61
8339,Male,23,Rock,13,No,Apple Music,India,Family,Medium,Mobile,Morning,70
8340,Male,39,Jazz,15,Yes,YouTube Music,Korea,Free,High,Mobile,Afternoon,39
8341,Male,43,Oldies,30,No,Apple Music,France,Premium,Low,Tablet,Evening,19
8342,Female,18,Rock,14,No,Spotify,Germany,Family,Medium,Tablet,Night,53
8343,Female,21,Pop,6,No,YouTube Music,India,Family,High,Tablet,Evening,43
8344,Male,31,Jazz,26,Yes,NetEase Cloud,Australia,Free,Low,Mobile,Morning,9
8345,Male,34,Pop,18,No,Apple Music,Japan,Premium,Medium,Mobile,Afternoon,22
8346,Male,37,EDM,8,No,Amazon Music,Brazil,Premium,Low,Mobile,Night,10
8347,Female,35,Traditional,6,No,Apple Music,UK,Premium,High,Mobile,Afternoon,16
8348,Female,28,Rock,9,Yes,YouTube Music,Germany,Premium,High,PC,Night,74
8349,Female,38,Oldies,18,Yes,Apple Music,Japan,Family,Low,Mobile,Night,39
8350,Female,43,Chill,19,Yes,NetEase Cloud,Japan,Family,High,Tablet,Morning,20
8351,Male,31,Oldies,23,Yes,YouTube Music,France,Family,High,Mobile,Morning,34
8352,Female,26,EDM,10,Yes,Apple Music,Germany,Free,Medium,PC,Night,70
8353,Female,44,Jazz,19,No,Apple Music,USA,Free,Low,Mobile,Evening,17
8354,Male,32,Traditional,18,Yes,NetEase Cloud,Australia,Family,Low,Mobile,Night,21
8355,Male,29,K-Pop,12,Yes,Apple Music,Brazil,Premium,Medium,Tablet,Night,41
8356,Female,27,Chill,24,Yes,Spotify,UK,Premium,High,Mobile,Night,56
8357,Male,36,Jazz,16,No,Apple Music,France,Family,Low,Tablet,Afternoon,31
8358,Male,41,Traditional,8,Yes,Apple Music,Japan,Premium,Low,Tablet,Morning,32
8359,Male,36,Oldies,25,Yes,Amazon Music,Australia,Premium,Medium,Mobile,Night,28
8360,Female,23,Traditional,10,Yes,YouTube Music,UK,Student,High,Tablet,Afternoon,64
8361,Female,37,Chill,15,No,Amazon Music,Japan,Free,Medium,Tablet,Afternoon,15
8362,Male,41,Oldies,27,Yes,Amazon Music,Japan,Family,Low,Mobile,Evening,28
8363,Male,44,Traditional,26,Yes,QQ Music,China,Free,High,Tablet,Morning,10
8364,Female,23,Chill,11,Yes,Apple Music,Japan,Free,High,Mobile,Evening,97
8365,Female,25,Traditional,29,Yes,YouTube Music,France,Premium,Medium,Mobile,Night,71
8366,Male,18,Pop,8,Yes,Apple Music,India,Family,High,Tablet,Night,54
8367,Male,39,Traditional,30,No,NetEase Cloud,China,Family,Low,Tablet,Morning,40
8368,Female,34,Jazz,19,No,YouTube Music,Korea,Premium,Low,Tablet,Night,21
8369,Male,34,Chill,5,Yes,Amazon Music,Australia,Family,Low,Mobile,Morning,17
8370,Female,41,Jazz,13,Yes,YouTube Music,France,Premium,High,Mobile,Afternoon,23
8371,Male,32,Jazz,27,Yes,Apple Music,Germany,Free,High,Mobile,Morning,5
8372,Female,24,Oldies,24,Yes,Apple Music,Korea,Family,Low,Mobile,Afternoon,83
8373,Male,36,K-Pop,30,Yes,YouTube Music,Japan,Free,Medium,Mobile,Morning,37
8374,Female,39,Oldies,12,No,NetEase Cloud,Germany,Free,Low,Mobile,Morning,24
8375,Male,42,Oldies,16,Yes,Amazon Music,Korea,Family,Medium,Tablet,Afternoon,14
8376,Male,40,Jazz,11,No,NetEase Cloud,UK,Premium,Low,Tablet,Evening,11
8377,Male,45,Chill,22,Yes,NetEase Cloud,USA,Free,Medium,Mobile,Afternoon,8
8378,Male,20,K-Pop,5,Yes,Spotify,India,Family,Medium,PC,Morning,74
8379,Female,39,Jazz,13,Yes,NetEase Cloud,USA,Family,High,Mobile,Night,12
8380,Male,28,Chill,11,Yes,Spotify,Korea,Premium,Medium,Mobile,Evening,44
8381,Female,37,Traditional,18,No,NetEase Cloud,Brazil,Free,High,Mobile,Night,30
8382,Female,36,Jazz,30,No,Amazon Music,France,Premium,Low,Mobile,Morning,12
8383,Male,26,Pop,5,Yes,Apple Music,Korea,Family,Medium,Mobile,Evening,74
8384,Female,27,K-Pop,17,No,YouTube Music,Brazil,Family,Medium,PC,Evening,49
8385,Male,19,EDM,24,Yes,YouTube Music,Germany,Student,Low,Tablet,Morning,67
8386,Female,18,Pop,19,No,Spotify,Brazil,Student,Low,PC,Night,86
8387,Male,33,Rock,9,No,Amazon Music,Korea,Premium,Medium,Tablet,Night,25
8388,Male,35,Chill,9,No,NetEase Cloud,UK,Free,Medium,Mobile,Morning,29
8389,Female,40,Traditional,18,Yes,NetEase Cloud,Korea,Premium,High,Mobile,Evening,26
8390,Female,43,Chill,18,No,NetEase Cloud,France,Free,High,Mobile,Evening,38
8391,Male,34,Chill,18,No,Apple Music,Korea,Free,Medium,Mobile,Morning,31
8392,Female,23,Traditional,9,Yes,YouTube Music,UK,Family,Medium,Tablet,Night,91
8393,Male,31,Oldies,15,Yes,Apple Music,India,Family,Low,Mobile,Night,16
8394,Male,40,Oldies,23,Yes,Amazon Music,Brazil,Premium,Low,Mobile,Night,5
8395,Female,42,Oldies,9,Yes,Amazon Music,USA,Free,High,Tablet,Morning,37
8396,Male,32,Traditional,8,Yes,Amazon Music,France,Premium,High,Mobile,Afternoon,30
8397,Female,31,Oldies,19,Yes,YouTube Music,USA,Free,Low,Mobile,Morning,36
8398,Male,41,Traditional,25,Yes,NetEase Cloud,Australia,Premium,Low,Tablet,Afternoon,28
8399,Male,39,Oldies,11,Yes,NetEase Cloud,Japan,Premium,Low,Mobile,Night,8
8400,Male,20,EDM,9,No,Apple Music,China,Premium,Low,Tablet,Morning,44
8401,Female,41,Chill,19,Yes,Apple Music,USA,Family,Low,Tablet,Afternoon,9
8402,Male,40,Chill,18,No,Apple Music,Japan,Premium,Low,Mobile,Night,9
8403,Male,36,Oldies,28,Yes,Amazon Music,UK,Premium,High,Mobile,Night,16
8404,Female,42,Chill,28,No,Amazon Music,Germany,Free,Low,Mobile,Night,29
8405,Male,29,EDM,7,Yes,YouTube Music,France,Family,Medium,PC,Morning,49
8406,Female,19,Pop,9,Yes,Apple Music,UK,Free,Medium,Mobile,Night,54
8407,Female,20,Jazz,16,Yes,Spotify,UK,Premium,Medium,Mobile,Night,73
8408,Female,35,J-Pop,24,No,Apple Music,Brazil,Premium,Medium,Mobile,Evening,11
8409,Male,18,Jazz,18,No,QQ Music,China,Premium,High,Tablet,Afternoon,59
8410,Female,37,Chill,9,No,YouTube Music,India,Family,Medium,Mobile,Night,36
8411,Male,38,Jazz,28,Yes,NetEase Cloud,Japan,Free,High,Tablet,Morning,14
8412,Female,23,K-Pop,8,Yes,Apple Music,Germany,Student,Medium,Mobile,Afternoon,35
8413,Male,22,Pop,25,Yes,Spotify,Korea,Family,Low,PC,Night,84
8414,Female,18,Pop,20,Yes,YouTube Music,USA,Premium,Low,Mobile,Night,34
8415,Female,36,Jazz,11,Yes,Amazon Music,Germany,Free,Low,Mobile,Afternoon,7
8416,Female,18,Rock,7,Yes,YouTube Music,Australia,Premium,Low,PC,Afternoon,55
8417,Male,44,Traditional,26,Yes,Amazon Music,Brazil,Premium,High,Mobile,Afternoon,36
8418,Female,38,Pop,29,Yes,NetEase Cloud,Korea,Family,Low,Mobile,Morning,6
8419,Male,38,Oldies,8,Yes,Apple Music,Brazil,Premium,Low,Mobile,Afternoon,8
8420,Male,33,Jazz,24,No,NetEase Cloud,France,Premium,High,Tablet,Morning,9
8421,Male,29,EDM,26,Yes,QQ Music,China,Premium,Medium,Tablet,Night,44
8422,Male,44,Chill,10,No,Amazon Music,UK,Premium,High,Mobile,Afternoon,11
8423,Male,39,Oldies,7,Yes,Amazon Music,Brazil,Free,Medium,Mobile,Evening,29
8424,Male,25,Jazz,5,Yes,Apple Music,Germany,Premium,Low,Tablet,Morning,88
8425,Female,43,Oldies,7,No,Apple Music,India,Family,High,Mobile,Night,22
8426,Female,33,J-Pop,28,No,Apple Music,France,Family,Medium,Mobile,Morning,34
8427,Male,45,Oldies,12,No,YouTube Music,USA,Free,High,Tablet,Morning,37
8428,Male,18,Pop,20,No,NetEase Cloud,China,Premium,Medium,PC,Morning,34
8429,Female,21,Rock,26,No,Spotify,India,Student,Low,PC,Afternoon,80
8430,Female,27,J-Pop,11,No,Spotify,UK,Family,Low,Mobile,Evening,60
8431,Male,28,J-Pop,22,No,Spotify,USA,Family,Low,Tablet,Evening,47
8432,Female,34,Chill,13,No,Amazon Music,Korea,Family,Medium,Mobile,Night,20
8433,Male,42,Oldies,7,Yes,NetEase Cloud,Australia,Premium,Low,Mobile,Night,39
8434,Female,44,Chill,22,No,Amazon Music,Germany,Free,High,Mobile,Evening,10
8435,Female,40,Chill,20,Yes,NetEase Cloud,India,Free,Medium,Mobile,Evening,22
8436,Female,24,Rock,25,No,Spotify,Brazil,Student,High,Mobile,Morning,78
8437,Female,29,EDM,5,Yes,Spotify,Germany,Free,Medium,Mobile,Night,55
8438,Female,38,Oldies,25,Yes,NetEase Cloud,Korea,Family,Medium,Mobile,Evening,40
8439,Male,24,Pop,30,No,Spotify,Australia,Free,High,Mobile,Evening,52
8440,Male,29,Jazz,24,Yes,Spotify,UK,Family,Low,Mobile,Evening,43
8441,Female,32,Chill,20,No,Amazon Music,Korea,Free,High,Mobile,Night,28
8442,Male,19,J-Pop,16,Yes,YouTube Music,Korea,Student,Low,Mobile,Morning,90
8443,Male,31,Chill,10,Yes,NetEase Cloud,Brazil,Family,High,Mobile,Morning,5
8444,Female,30,EDM,25,No,Amazon Music,Korea,Premium,Medium,Mobile,Afternoon,27
8445,Male,21,EDM,13,Yes,Apple Music,Japan,Family,High,Tablet,Night,61
8446,Male,31,Jazz,25,No,Apple Music,USA,Free,High,Tablet,Afternoon,6
8447,Female,31,K-Pop,17,Yes,Amazon Music,Australia,Family,Medium,Tablet,Evening,24
8448,Male,33,K-Pop,28,No,QQ Music,China,Premium,Low,Mobile,Morning,8
8449,Female,24,K-Pop,16,No,Spotify,UK,Free,Low,PC,Night,83
8450,Female,36,Traditional,17,No,YouTube Music,Korea,Premium,Medium,Mobile,Morning,38
8451,Male,19,J-Pop,22,No,YouTube Music,Australia,Free,Low,Mobile,Afternoon,72
8452,Female,27,Rock,23,Yes,Apple Music,India,Premium,Low,Mobile,Evening,35
8453,Male,35,Oldies,23,No,NetEase Cloud,India,Free,Low,Mobile,Morning,40
8454,Male,34,Traditional,23,No,NetEase Cloud,UK,Premium,Medium,Tablet,Afternoon,9
8455,Female,22,Chill,10,Yes,Spotify,UK,Student,Medium,Mobile,Afternoon,99
8456,Male,29,EDM,20,Yes,YouTube Music,Germany,Free,High,Mobile,Night,79
8457,Male,23,Chill,11,No,Spotify,Korea,Family,High,Tablet,Evening,87
8458,Male,39,Rock,11,No,Apple Music,Germany,Premium,High,Mobile,Evening,5
8459,Male,26,Rock,27,Yes,YouTube Music,Brazil,Free,Low,Tablet,Morning,37
8460,Male,37,Pop,23,Yes,Apple Music,UK,Free,High,Tablet,Morning,30
8461,Male,18,EDM,20,Yes,Apple Music,Brazil,Student,Low,Tablet,Afternoon,44
8462,Male,39,J-Pop,21,Yes,Amazon Music,Brazil,Family,Low,Mobile,Morning,28
8463,Female,32,Chill,26,Yes,YouTube Music,Japan,Premium,Low,Tablet,Evening,14
8464,Male,38,Oldies,23,Yes,NetEase Cloud,Germany,Free,High,Mobile,Night,13
8465,Female,43,Chill,20,Yes,Apple Music,China,Free,High,Mobile,Morning,39
8466,Female,23,Chill,20,No,Spotify,UK,Family,High,Tablet,Morning,58
8467,Male,36,EDM,23,No,Apple Music,France,Family,Low,Tablet,Morning,32
8468,Female,35,Jazz,19,Yes,Apple Music,UK,Premium,Low,Mobile,Night,24
8469,Female,23,EDM,7,Yes,YouTube Music,Japan,Premium,Medium,PC,Evening,86
8470,Female,30,Rock,19,No,YouTube Music,USA,Family,Medium,Mobile,Morning,15
8471,Male,18,EDM,29,No,YouTube Music,USA,Premium,Low,PC,Morning,44
8472,Female,40,Traditional,20,No,YouTube Music,India,Family,Medium,Mobile,Night,37
8473,Female,40,Traditional,24,No,NetEase Cloud,USA,Family,Low,Mobile,Evening,26
8474,Female,43,Traditional,9,Yes,NetEase Cloud,France,Free,Medium,Mobile,Evening,13
8475,Female,30,Pop,23,Yes,Amazon Music,India,Premium,Low,Mobile,Night,8
8476,Female,24,K-Pop,14,No,Apple Music,Japan,Free,Medium,Tablet,Night,80
8477,Female,32,Pop,17,Yes,NetEase Cloud,France,Family,Low,Mobile,Morning,13
8478,Male,29,Pop,19,Yes,NetEase Cloud,China,Family,High,Tablet,Morning,35
8479,Female,44,EDM,16,Yes,YouTube Music,Germany,Premium,Medium,Tablet,Evening,6
8480,Female,43,Chill,21,Yes,Amazon Music,USA,Premium,Low,Tablet,Afternoon,9
8481,Male,18,Chill,19,Yes,Spotify,Australia,Family,High,Tablet,Afternoon,49
8482,Male,32,Jazz,8,Yes,QQ Music,China,Family,Low,Tablet,Night,39
8483,Female,21,K-Pop,19,Yes,Spotify,UK,Premium,High,Tablet,Evening,100
8484,Female,30,J-Pop,21,Yes,Amazon Music,Germany,Family,Low,Mobile,Afternoon,35
8485,Male,40,Chill,15,No,YouTube Music,USA,Premium,Low,Mobile,Afternoon,6
8486,Female,44,Traditional,27,No,Apple Music,Korea,Free,Low,Tablet,Night,36
8487,Female,42,Chill,27,No,NetEase Cloud,Japan,Free,Medium,Tablet,Evening,22
8488,Male,22,K-Pop,19,Yes,QQ Music,China,Student,High,Tablet,Afternoon,88
8489,Female,19,J-Pop,24,Yes,QQ Music,China,Student,High,PC,Evening,98
8490,Male,40,J-Pop,25,Yes,YouTube Music,Japan,Family,High,Mobile,Night,36
8491,Female,43,Oldies,30,Yes,YouTube Music,USA,Family,Medium,Mobile,Afternoon,33
8492,Female,18,Jazz,11,Yes,Apple Music,USA,Premium,Medium,Mobile,Morning,100
8493,Male,33,Pop,17,Yes,Amazon Music,Australia,Premium,High,Tablet,Morning,37
8494,Male,40,J-Pop,26,Yes,Amazon Music,UK,Free,Medium,Mobile,Evening,32
8495,Female,23,Rock,17,No,Apple Music,UK,Family,Medium,PC,Evening,91
8496,Female,40,Traditional,24,No,Amazon Music,France,Free,High,Tablet,Afternoon,12
8497,Female,33,Oldies,24,Yes,Amazon Music,UK,Premium,Low,Mobile,Evening,24
8498,Male,31,Chill,6,No,NetEase Cloud,Japan,Family,Low,Mobile,Afternoon,35
8499,Male,43,Oldies,14,Yes,Apple Music,Australia,Premium,High,Mobile,Evening,39
8500,Male,20,Chill,22,No,YouTube Music,Germany,Free,Medium,PC,Evening,99
8501,Male,32,Oldies,24,Yes,YouTube Music,Japan,Family,Medium,Tablet,Night,36
8502,Male,20,Jazz,9,Yes,YouTube Music,Brazil,Student,High,Tablet,Evening,76
8503,Male,40,Traditional,24,No,Apple Music,Germany,Premium,High,Mobile,Morning,25
8504,Female,19,K-Pop,23,Yes,Apple Music,France,Premium,High,Tablet,Morning,68
8505,Male,18,J-Pop,6,No,Spotify,Japan,Free,High,Mobile,Night,53
8506,Male,26,Chill,8,Yes,Spotify,France,Free,Medium,PC,Night,34
8507,Male,26,Oldies,20,No,Spotify,India,Family,Low,PC,Night,74
8508,Male,40,Rock,25,Yes,Apple Music,Brazil,Free,High,Tablet,Night,11
8509,Female,24,Rock,20,Yes,YouTube Music,USA,Premium,Medium,Tablet,Afternoon,33
8510,Male,20,Oldies,21,No,Apple Music,Australia,Student,High,PC,Evening,33
8511,Female,43,Jazz,19,No,NetEase Cloud,Australia,Family,Low,Mobile,Evening,24
8512,Male,35,Traditional,17,No,YouTube Music,USA,Premium,High,Mobile,Morning,5
8513,Female,28,J-Pop,5,Yes,Spotify,France,Family,Medium,Tablet,Morning,44
8514,Male,24,Rock,26,Yes,YouTube Music,Australia,Premium,High,Tablet,Morning,100
8515,Male,26,Rock,9,Yes,YouTube Music,Korea,Free,Low,PC,Afternoon,31
8516,Male,18,Rock,24,Yes,Apple Music,India,Free,Medium,Tablet,Evening,85
8517,Male,31,Jazz,5,No,Amazon Music,Germany,Family,Medium,Mobile,Night,6
8518,Female,37,Chill,16,Yes,YouTube Music,India,Premium,Low,Mobile,Afternoon,22
8519,Female,23,EDM,27,No,YouTube Music,Japan,Free,High,Tablet,Morning,87
8520,Male,24,Traditional,19,Yes,Apple Music,Germany,Free,High,PC,Night,80
8521,Male,27,K-Pop,8,Yes,Spotify,Germany,Free,Medium,Tablet,Morning,91
8522,Female,24,K-Pop,23,Yes,Spotify,Brazil,Family,Low,Tablet,Afternoon,78
8523,Female,43,Oldies,20,Yes,Amazon Music,France,Free,Medium,Mobile,Morning,20
8524,Female,19,K-Pop,27,Yes,Spotify,Japan,Premium,Medium,Mobile,Evening,60
8525,Male,21,K-Pop,22,Yes,NetEase Cloud,China,Student,Low,Tablet,Night,30
8526,Female,38,Rock,30,No,Apple Music,USA,Family,Low,Tablet,Evening,20
8527,Male,45,Rock,21,No,Apple Music,Australia,Family,Low,Mobile,Evening,10
8528,Male,34,Pop,15,No,NetEase Cloud,USA,Family,High,Tablet,Night,11
8529,Female,18,Rock,24,Yes,QQ Music,China,Family,Medium,PC,Morning,63
8530,Male,27,Jazz,17,Yes,YouTube Music,Korea,Family,Medium,Tablet,Morning,88
8531,Male,36,EDM,28,Yes,Amazon Music,Germany,Family,High,Mobile,Afternoon,9
8532,Female,32,Traditional,26,Yes,NetEase Cloud,Korea,Free,Low,Mobile,Morning,13
8533,Male,27,Oldies,13,Yes,Apple Music,Korea,Family,High,PC,Morning,56
8534,Female,36,Traditional,21,No,YouTube Music,India,Free,Medium,Mobile,Evening,15
8535,Female,29,Oldies,21,Yes,Spotify,USA,Premium,High,PC,Morning,42
8536,Female,41,Jazz,9,Yes,NetEase Cloud,China,Free,Medium,Mobile,Morning,25
8537,Male,33,Chill,26,No,YouTube Music,France,Family,High,Mobile,Evening,35
8538,Female,26,Rock,12,Yes,YouTube Music,UK,Premium,High,PC,Night,94
8539,Female,32,Traditional,7,No,YouTube Music,UK,Family,Medium,Tablet,Afternoon,38
8540,Male,44,Traditional,10,No,Apple Music,USA,Family,Medium,Mobile,Night,27
8541,Male,45,Traditional,7,Yes,Amazon Music,Germany,Family,High,Mobile,Night,38
8542,Female,34,Chill,12,No,YouTube Music,UK,Free,High,Mobile,Night,7
8543,Male,31,Oldies,16,Yes,YouTube Music,UK,Premium,High,Mobile,Night,6
8544,Male,44,EDM,8,No,Amazon Music,Germany,Premium,High,Mobile,Night,24
8545,Male,35,Rock,6,Yes,Amazon Music,USA,Premium,Medium,Mobile,Evening,39
8546,Male,43,Traditional,29,Yes,Amazon Music,UK,Free,Low,Mobile,Morning,16
8547,Male,19,J-Pop,14,No,NetEase Cloud,China,Free,Medium,PC,Morning,88
8548,Female,21,Traditional,19,Yes,Spotify,Brazil,Free,Low,Mobile,Afternoon,32
8549,Female,35,Pop,17,No,QQ Music,China,Free,Medium,Tablet,Night,28
8550,Female,24,Jazz,28,Yes,YouTube Music,France,Student,Low,PC,Afternoon,43
8551,Male,30,K-Pop,19,No,YouTube Music,Germany,Premium,Medium,Mobile,Evening,36
8552,Male,32,Traditional,26,Yes,NetEase Cloud,Brazil,Free,Low,Mobile,Evening,20
8553,Female,42,Traditional,23,No,Apple Music,UK,Family,High,Mobile,Night,28
8554,Female,40,Traditional,22,Yes,Apple Music,Germany,Premium,High,Tablet,Afternoon,17
8555,Female,45,Chill,17,Yes,Amazon Music,Korea,Free,Low,Mobile,Night,11
8556,Male,39,Traditional,24,No,Amazon Music,Australia,Free,High,Mobile,Night,32
8557,Female,43,Jazz,24,No,NetEase Cloud,Australia,Family,Low,Tablet,Evening,22
8558,Male,18,Rock,5,No,NetEase Cloud,China,Family,Low,Mobile,Evening,66
8559,Female,28,J-Pop,29,Yes,Spotify,France,Family,High,Tablet,Morning,50
8560,Female,27,Chill,20,No,Apple Music,USA,Family,High,Mobile,Afternoon,86
8561,Male,42,Oldies,30,Yes,Apple Music,China,Premium,Medium,Tablet,Evening,28
8562,Male,22,Jazz,12,No,QQ Music,China,Family,Low,PC,Afternoon,88
8563,Female,33,Oldies,27,Yes,Apple Music,China,Family,Medium,Tablet,Afternoon,23
8564,Female,28,Pop,10,Yes,YouTube Music,USA,Free,Low,Tablet,Night,90
8565,Female,38,Traditional,7,No,QQ Music,China,Family,Low,Mobile,Morning,40
8566,Male,23,Rock,24,No,Spotify,Korea,Free,Medium,Mobile,Afternoon,91
8567,Male,26,Oldies,20,No,Apple Music,Australia,Family,High,Tablet,Afternoon,98
8568,Female,30,Pop,6,No,Amazon Music,Australia,Premium,Medium,Mobile,Afternoon,26
8569,Female,41,Oldies,27,No,Apple Music,France,Free,High,Tablet,Afternoon,19
8570,Female,25,J-Pop,6,Yes,YouTube Music,Australia,Free,High,Mobile,Night,32
8571,Male,31,EDM,19,No,Apple Music,Japan,Free,Low,Mobile,Afternoon,24
8572,Female,41,Chill,14,No,NetEase Cloud,India,Free,Medium,Mobile,Morning,29
8573,Female,18,Pop,5,Yes,Apple Music,USA,Free,Medium,Tablet,Afternoon,59
8574,Male,34,EDM,26,No,NetEase Cloud,USA,Family,High,Mobile,Morning,32
8575,Female,41,Jazz,24,No,Apple Music,France,Family,High,Tablet,Morning,12
8576,Female,22,J-Pop,19,No,YouTube Music,India,Premium,Low,Tablet,Afternoon,47
8577,Male,42,Traditional,28,Yes,YouTube Music,Germany,Family,Low,Mobile,Night,27
8578,Male,19,K-Pop,5,Yes,Apple Music,China,Premium,High,Mobile,Morning,47
8579,Female,42,Traditional,29,No,Amazon Music,Germany,Premium,Low,Mobile,Evening,37
8580,Male,45,Oldies,26,Yes,Apple Music,Korea,Free,High,Mobile,Morning,11
8581,Male,41,Oldies,20,No,Amazon Music,UK,Premium,Medium,Mobile,Afternoon,39
8582,Male,26,EDM,22,No,Apple Music,Korea,Premium,Low,Mobile,Night,35
8583,Male,21,J-Pop,28,No,Apple Music,Japan,Premium,Medium,Mobile,Evening,36
8584,Male,34,Oldies,9,No,Apple Music,USA,Premium,High,Mobile,Morning,13
8585,Male,34,Pop,25,Yes,YouTube Music,USA,Premium,Low,Mobile,Afternoon,20
8586,Male,38,Traditional,9,Yes,NetEase Cloud,Australia,Free,High,Mobile,Evening,35
8587,Female,35,Oldies,27,Yes,YouTube Music,Korea,Premium,Medium,Mobile,Afternoon,23
8588,Male,33,Jazz,27,No,YouTube Music,Japan,Free,Low,Mobile,Afternoon,23
8589,Male,25,Jazz,14,Yes,Spotify,Germany,Family,Medium,Tablet,Afternoon,42
8590,Male,43,Rock,27,No,Apple Music,Australia,Premium,Medium,Mobile,Night,16
8591,Male,28,Pop,16,Yes,YouTube Music,Japan,Family,High,Tablet,Evening,52
8592,Female,38,J-Pop,14,No,Amazon Music,Japan,Family,Medium,Mobile,Evening,13
8593,Female,38,Traditional,6,Yes,Amazon Music,Korea,Premium,Medium,Mobile,Evening,33
8594,Male,35,Oldies,28,Yes,YouTube Music,UK,Family,Medium,Tablet,Night,29
8595,Female,40,Traditional,5,No,NetEase Cloud,India,Free,High,Mobile,Afternoon,38
8596,Female,41,Rock,20,No,Amazon Music,UK,Free,Medium,Tablet,Evening,11
8597,Female,27,K-Pop,22,Yes,QQ Music,China,Family,High,Tablet,Morning,72
8598,Female,30,Jazz,11,No,Apple Music,India,Premium,Low,Mobile,Morning,12
8599,Female,34,K-Pop,8,Yes,Apple Music,USA,Family,Low,Mobile,Afternoon,35
8600,Male,35,Oldies,14,Yes,NetEase Cloud,Korea,Premium,High,Mobile,Evening,31
8601,Male,27,Rock,14,Yes,Apple Music,Australia,Family,Low,PC,Afternoon,54
8602,Male,33,EDM,29,No,NetEase Cloud,Germany,Premium,Medium,Tablet,Night,24
8603,Female,37,Chill,15,Yes,YouTube Music,India,Family,Medium,Mobile,Night,24
8604,Male,22,K-Pop,29,No,Spotify,USA,Premium,High,PC,Afternoon,37
8605,Female,30,Rock,7,Yes,NetEase Cloud,India,Family,Medium,Tablet,Night,34
8606,Male,35,EDM,18,Yes,YouTube Music,India,Premium,Low,Mobile,Evening,25
8607,Male,34,EDM,17,Yes,QQ Music,China,Free,Low,Mobile,Night,14
8608,Male,26,Pop,23,No,Apple Music,Germany,Free,High,PC,Afternoon,48
8609,Male,31,Jazz,29,No,Apple Music,Germany,Premium,Low,Tablet,Evening,23
8610,Female,34,Jazz,14,Yes,YouTube Music,India,Premium,Low,Mobile,Afternoon,15
8611,Male,21,K-Pop,19,Yes,YouTube Music,Germany,Free,Low,PC,Evening,47
8612,Male,35,Chill,12,Yes,NetEase Cloud,USA,Premium,High,Mobile,Afternoon,21
8613,Female,44,Traditional,21,No,Apple Music,Brazil,Free,High,Mobile,Morning,35
8614,Female,37,Oldies,10,Yes,QQ Music,China,Free,Medium,Mobile,Morning,21
8615,Male,41,Jazz,11,Yes,YouTube Music,UK,Family,Low,Mobile,Night,10
8616,Male,41,Pop,18,Yes,Apple Music,Australia,Family,Low,Tablet,Afternoon,31
8617,Female,32,Traditional,12,No,NetEase Cloud,Japan,Premium,High,Mobile,Afternoon,27
8618,Female,28,Rock,16,Yes,Apple Music,Germany,Premium,Low,Mobile,Morning,74
8619,Male,29,Rock,22,Yes,Apple Music,UK,Free,Medium,PC,Morning,52
8620,Female,26,Rock,18,No,Spotify,Australia,Free,Low,Tablet,Morning,67
8621,Female,30,EDM,5,Yes,NetEase Cloud,Korea,Free,High,Mobile,Afternoon,7
8622,Male,32,Chill,8,No,Amazon Music,Japan,Family,Low,Tablet,Night,22
8623,Male,44,Traditional,21,Yes,NetEase Cloud,China,Free,Medium,Tablet,Morning,25
8624,Male,32,Traditional,22,Yes,NetEase Cloud,Brazil,Family,Medium,Tablet,Afternoon,20
8625,Female,45,Chill,23,Yes,NetEase Cloud,UK,Premium,High,Mobile,Evening,26
8626,Male,22,J-Pop,8,No,Apple Music,Brazil,Family,Medium,Tablet,Afternoon,62
8627,Male,40,Chill,10,Yes,Amazon Music,India,Premium,Low,Mobile,Afternoon,19
8628,Male,36,K-Pop,12,Yes,Apple Music,Brazil,Premium,Medium,Tablet,Night,26
8629,Female,43,Jazz,29,Yes,Apple Music,Germany,Premium,Medium,Mobile,Afternoon,10
8630,Male,37,K-Pop,19,Yes,Apple Music,Australia,Family,High,Tablet,Morning,12
8631,Male,43,Jazz,24,Yes,Amazon Music,Brazil,Premium,Medium,Tablet,Afternoon,39
8632,Female,42,Jazz,5,Yes,Apple Music,UK,Family,High,Mobile,Night,9
8633,Female,43,Chill,9,Yes,NetEase Cloud,India,Family,Low,Mobile,Evening,11
8634,Male,43,Traditional,20,Yes,Apple Music,Germany,Premium,Medium,Mobile,Afternoon,31
8635,Male,31,Chill,25,Yes,Apple Music,USA,Premium,Low,Tablet,Evening,25
8636,Male,45,Traditional,29,Yes,NetEase Cloud,France,Family,Low,Mobile,Afternoon,10
